title,start,end,journal,month,year,vol,issue
Cell type-specific responses to salinity – the epidermal bladder cell transcriptome of Mesembryanthemum crystallinum , 627,644,New Phytologist,August,2015,207,3
Cytokinin concentrations and CHASE-DOMAIN CONTAINING HIS KINASE 2 (NaCHK2)- and NaCHK3-mediated perception modulate herbivory-induced defense signaling and defenses in Nicotiana attenuata , 645,658,New Phytologist,August,2015,207,3
Contrasting growth phenology of native and invasive forest shrubs mediated by genome size , 659,668,New Phytologist,August,2015,207,3
"Arabidopsis thaliana HomeoBox 1 (AtHB1), a Homedomain-Leucine Zipper I (HD-Zip I) transcription factor, is regulated by PHYTOCHROME-INTERACTING FACTOR 1 to promote hypocotyl elongation ", 669,682,New Phytologist,August,2015,207,3
Distinct sensitivities to phosphate deprivation suggest that RGF peptides play disparate roles in Arabidopsis thaliana root development , 683,691,New Phytologist,August,2015,207,3
Arabidopsis AtbHLH112 regulates the expression of genes involved in abiotic stress tolerance by binding to their E-box and GCG-box motifs , 692,709,New Phytologist,August,2015,207,3
Population genetics of freeze tolerance among natural populations of Populus balsamifera across the growing season , 710,722,New Phytologist,August,2015,207,3
"Genome-wide patterns of differentiation and spatially varying selection between postglacial recolonization lineages of Populus alba (Salicaceae), a widespread forest tree ", 723,734,New Phytologist,August,2015,207,3
Immune activation mediated by the late blight resistance protein R1 requires nuclear localization of R1 and the effector AVR1 , 735,747,New Phytologist,August,2015,207,3
Identification of microRNAs and their mRNA targets during soybean nodule development: functional analysis of the role of miR393j-3p in soybean nodulation , 748,759,New Phytologist,August,2015,207,3
Viral pathogen production in a wild grass host driven by host growth and soil nitrogen , 760,768,New Phytologist,August,2015,207,3
A novel intracellular nitrogen-fixing symbiosis made by Ustilago maydis and Bacillus spp. , 769,777,New Phytologist,August,2015,207,3
Role of stress-related hormones in plant defence during early infection of the cyst nematode Heterodera schachtii in Arabidopsis , 778,789,New Phytologist,August,2015,207,3
Tetranychus urticae-triggered responses promote genotype-dependent conspecific repellence or attractiveness in citrus , 790,804,New Phytologist,August,2015,207,3
Cell wall composition profiling of parasitic giant dodder (Cuscuta reflexa) and its hosts: a priori differences and induced changes , 805,816,New Phytologist,August,2015,207,3
Plant herbivory responses through changes in leaf quality have no effect on subsequent leaf-litter decomposition in a neotropical rain forest tree community , 817,829,New Phytologist,August,2015,207,3
Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition , 830,840,New Phytologist,August,2015,207,3
Mutualistic root endophytism is not associated with the reduction of saprotrophic traits and requires a noncompromised plant innate immunity , 841,857,New Phytologist,August,2015,207,3
Local adaptation in migrated interior Douglas-fir seedlings is mediated by ectomycorrhizas and other soil factors , 858,871,New Phytologist,August,2015,207,3
Plastic expression of heterochrony quantitative trait loci (hQTLs) for leaf growth in the common bean (Phaseolus vulgaris) , 872,882,New Phytologist,August,2015,207,3
Sex-biased gene expression in dioecious garden asparagus (Asparagus officinalis) , 883,892,New Phytologist,August,2015,207,3
Dissecting the molecular signatures of apical cell-type shoot meristems from two ancient land plant lineages , 893,904,New Phytologist,August,2015,207,3
Were Fertile Crescent crop progenitors higher yielding than other wild species that were never domesticated? , 905,913,New Phytologist,August,2015,207,3
Isotope-ratio infrared spectroscopy: a reliable tool for the investigation of plant-water sources? , 914,927,New Phytologist,August,2015,207,3
"Evolutionary plant radiations: where, when, why and how? ", 249,253,New Phytologist,July,2015,207,2
Measuring the tempo of plant death and birth , 254,256,New Phytologist,July,2015,207,2
Back to the past: a new take on the timing of flowering plant diversification , 257,259,New Phytologist,July,2015,207,2
"Confluence, synnovation, and depauperons in plant diversification ", 260,274,New Phytologist,July,2015,207,2
The ubiquity of alpine plant radiations: from the Andes to the Hengduan Mountains , 275,282,New Phytologist,July,2015,207,2
Green Web or megabiased clock? Plant fossils from Gondwanan Patagonia speak on evolutionary radiations , 283,290,New Phytologist,July,2015,207,2
The evolutionary reality of species and higher taxa in plants: a survey of post-modern opinion and evidence , 291,296,New Phytologist,July,2015,207,2
Adaptive radiation versus ‘radiation’ and ‘explosive diversification’: why conceptual distinctions are fundamental to understanding evolution , 297,303,New Phytologist,July,2015,207,2
Process and pattern in cichlid radiations – inferences for understanding unusually high rates of evolutionary diversification , 304,312,New Phytologist,July,2015,207,2
On the complexity of triggering evolutionary radiations , 313,326,New Phytologist,July,2015,207,2
Recently evolved diversity and convergent radiations of rainforest mahoganies (Meliaceae) shed new light on the origins of rainforest hyperdiversity , 327,339,New Phytologist,July,2015,207,2
Temperate radiations and dying embers of a tropical past: the diversification of Viburnum , 340,354,New Phytologist,July,2015,207,2
As old as the mountains: the radiations of the Ericaceae , 355,367,New Phytologist,July,2015,207,2
Topography as a driver of diversification in the Cape Floristic Region of South Africa , 368,376,New Phytologist,July,2015,207,2
Multiple shifts to different pollinators fuelled rapid diversification in sexually deceptive Ophrys orchids , 377,389,New Phytologist,July,2015,207,2
"Three explanations for biodiversity hotspots: small range size, geographical overlap and time for species accumulation. An Australian case study ", 390,400,New Phytologist,July,2015,207,2
Presence in Mediterranean hotspots and floral symmetry affect speciation and extinction rates in Proteaceae , 401,410,New Phytologist,July,2015,207,2
Phylogenetics and molecular clocks reveal the repeated evolution of ant-plants after the late Miocene in Africa and the early Miocene in Australasia and the Neotropics , 411,424,New Phytologist,July,2015,207,2
Revisiting the origin and diversification of vascular plants through a comprehensive Bayesian analysis of the fossil record , 425,436,New Phytologist,July,2015,207,2
A metacalibrated time-tree documents the early rise of flowering plant phylogenetic diversity , 437,453,New Phytologist,July,2015,207,2
Nested radiations and the pulse of angiosperm diversification: increased diversification rates often follow whole genome duplications , 454,467,New Phytologist,July,2015,207,2
When do plant radiations influence community assembly? The importance of historical contingency in the race for niche space , 468,479,New Phytologist,July,2015,207,2
The omics era of Fusarium graminearum: opportunities and challenges , 1,3,New Phytologist,July,2015,207,1
Photoreceptors UVR8 and phytochrome B cooperate to optimize plant growth and defense in patchy canopies , 4,9,New Phytologist,July,2015,207,1
Are the genomes of royal ferns really frozen in time? Evidence for coinciding genome stability and limited evolvability in the royal ferns , 10,13,New Phytologist,July,2015,207,1
What plant hydraulics can tell us about responses to climate-change droughts , 14,27,New Phytologist,July,2015,207,1
Drought-related tree mortality: addressing the gaps in understanding and prediction , 28,33,New Phytologist,July,2015,207,1
Homeostasis of the temperature sensitivity of respiration over a range of growth temperatures indicated by a modified Arrhenius model , 34,42,New Phytologist,July,2015,207,1
"Light-induced plasticity in leaf hydraulics, venation, anatomy, and gas exchange in ecologically diverse Hawaiian lobeliads ", 43,58,New Phytologist,July,2015,207,1
Geoecohydrological mechanisms couple soil and leaf water dynamics and facilitate species coexistence in shallow soils of a tropical semiarid mixed forest , 59,69,New Phytologist,July,2015,207,1
Reduced compensatory effects explain the nitrogen-mediated reduction in stability of an alpine meadow on the Tibetan Plateau , 70,77,New Phytologist,July,2015,207,1
The receptor-like cytoplasmic kinase PCRK1 contributes to pattern-triggered immunity against Pseudomonas syringae in Arabidopsis thaliana , 78,90,New Phytologist,July,2015,207,1
Jasmonate-dependent depletion of soluble sugars compromises plant resistance to Manduca sexta , 91,105,New Phytologist,July,2015,207,1
The tomato I-3 gene: a novel gene for resistance to Fusarium wilt disease , 106,118,New Phytologist,July,2015,207,1
Functional analysis of the Fusarium graminearum phosphatome , 119,134,New Phytologist,July,2015,207,1
"The dynamics of cereal cyst nematode infection differ between susceptible and resistant barley cultivars and lead to changes in (1,3;1,4)-β-glucan levels and HvCslF gene transcript abundance ", 135,147,New Phytologist,July,2015,207,1
Aboveground insect infestation attenuates belowground Agrobacterium-mediated genetic transformation , 148,158,New Phytologist,July,2015,207,1
Ocean acidification decreases the light-use efficiency in an Antarctic diatom under dynamic but not constant light , 159,171,New Phytologist,July,2015,207,1
Modular organization of the white spruce (Picea glauca) transcriptome reveals functional organization and evolutionary signatures , 172,187,New Phytologist,July,2015,207,1
Increasing water-use efficiency directly through genetic manipulation of stomatal density , 188,195,New Phytologist,July,2015,207,1
RNAseq reveals weed-induced PIF3-like as a candidate target to manipulate weed stress response in soybean , 196,210,New Phytologist,July,2015,207,1
NITRIC OXIDE-ASSOCIATED PROTEIN1 (AtNOA1) is essential for salicylic acid-induced root waving in Arabidopsis thaliana , 211,224,New Phytologist,July,2015,207,1
Chemical and morphological filters in a specialized floral mimicry system , 225,234,New Phytologist,July,2015,207,1
"Navigating the labyrinth: a guide to sequence-based, community ecology of arbuscular mycorrhizal fungi ", 235,247,New Phytologist,July,2015,207,1
Plant scientists celebrate new woody plant genome , 1185,1187,New Phytologist,June,2015,206,4
The limits to leaf and root plasticity: what is so special about specific root length? , 1188,1190,New Phytologist,June,2015,206,4
Beyond the heterostylous syndrome , 1191,1192,New Phytologist,June,2015,206,4
A genetic route to yellow flowers , 1193,1195,New Phytologist,June,2015,206,4
The importance of the microbiome of the plant holobiont , 1196,1206,New Phytologist,June,2015,206,4
Host–microbe and microbe–microbe interactions in the evolution of obligate plant parasitism , 1207,1228,New Phytologist,June,2015,206,4
Change of a conserved amino acid in the MYC2 and MYC3 transcription factors leads to release of JAZ repression and increased activity , 1229,1237,New Phytologist,June,2015,206,4
Increase in carbon accumulation in a boreal peatland following a period of wetter climate and long-term decrease in nitrogen deposition , 1238,1246,New Phytologist,June,2015,206,4
Integrated plant phenotypic responses to contrasting above- and below-ground resources: key roles of specific leaf area and root mass fraction , 1247,1260,New Phytologist,June,2015,206,4
Phenolic profile within the fine-root branching orders of an evergreen species highlights a disconnect in root tissue quality predicted by elemental- and molecular-level carbon composition , 1261,1273,New Phytologist,June,2015,206,4
Mycorrhizal type determines the magnitude and direction of root-induced changes in decomposition in a temperate forest , 1274,1282,New Phytologist,June,2015,206,4
High-resolution genetic maps of Eucalyptus improve Eucalyptus grandis genome assembly , 1283,1296,New Phytologist,June,2015,206,4
Genome-wide analysis of the lignin toolbox of Eucalyptus grandis , 1297,1313,New Phytologist,June,2015,206,4
The fasciclin-like arabinogalactan protein family of Eucalyptus grandis contains members that impact wood biology and biomechanics , 1314,1327,New Phytologist,June,2015,206,4
Protein domain evolution is associated with reproductive diversification and adaptive radiation in the genus Eucalyptus , 1328,1336,New Phytologist,June,2015,206,4
"Structural, evolutionary and functional analysis of the NAC domain protein family in Eucalyptus ", 1337,1350,New Phytologist,June,2015,206,4
Investigating the molecular underpinnings underlying morphology and changes in carbon partitioning during tension wood formation in Eucalyptus , 1351,1363,New Phytologist,June,2015,206,4
The Eucalyptus grandis R2R3-MYB transcription factor family: evidence for woody growth-related evolution and function , 1364,1377,New Phytologist,June,2015,206,4
Genomic patterns of species diversity and divergence in Eucalyptus , 1378,1390,New Phytologist,June,2015,206,4
Comparative interrogation of the developing xylem transcriptomes of two wood-forming species: Populus trichocarpa and Eucalyptus grandis , 1391,1405,New Phytologist,June,2015,206,4
The floral transcriptome of Eucalyptus grandis , 1406,1422,New Phytologist,June,2015,206,4
The effect of elevated carbon dioxide on the interaction between Eucalyptus grandis and diverse isolates of Pisolithus sp. is associated with a complex shift in the root transcriptome , 1423,1436,New Phytologist,June,2015,206,4
Genetic architecture of carbon isotope composition and growth in Eucalyptus across multiple environments , 1437,1449,New Phytologist,June,2015,206,4
Blue-light dependent reactive oxygen species formation by Arabidopsis cryptochrome may define a novel evolutionarily conserved signaling mechanism , 1450,1462,New Phytologist,June,2015,206,4
Comparative genomics identifies the Magnaporthe oryzae avirulence effector AvrPi9 that triggers Pi9-mediated blast resistance in rice , 1463,1475,New Phytologist,June,2015,206,4
DEFORMED FLORAL ORGAN1 (DFO1) regulates floral organ identity by epigenetically repressing the expression of OsMADS58 in rice (Oryza sativa) , 1476,1490,New Phytologist,June,2015,206,4
Widely distributed hot and cold spots in meiotic recombination as shown by the sequencing of rice F2 plants , 1491,1502,New Phytologist,June,2015,206,4
Reciprocal herkogamy promotes disassortative mating in a distylous species with intramorph compatibility , 1503,1512,New Phytologist,June,2015,206,4
Disruption of a CAROTENOID CLEAVAGE DIOXYGENASE 4 gene converts flower colour from white to yellow in Brassica species , 1513,1526,New Phytologist,June,2015,206,4
A flexible multi-species genome-wide 60K SNP chip developed from pooled resequencing of 240 Eucalyptus tree genomes across 12 species , 1527,1540,New Phytologist,June,2015,206,4
Ecosystems in four dimensions , 883,885,New Phytologist,May,2015,206,3
Reducing the gaps in our understanding of the global terrestrial carbon cycle , 886,888,New Phytologist,May,2015,206,3
"Chloroplast transcription, untangling the Gordian Knot ", 889,891,New Phytologist,May,2015,206,3
Invasion is sweet , 892,894,New Phytologist,May,2015,206,3
Qualitative differences in tree species distributions along soil chemical gradients give clues to the mechanisms of specialization: why boron may be the most important soil nutrient at Barro Colorado Island , 895,899,New Phytologist,May,2015,206,3
‘One physical system’: Tansley's ecosystem as Earth's critical zone , 900,912,New Phytologist,May,2015,206,3
Barley: a translational model for adaptation to climate change , 913,931,New Phytologist,May,2015,206,3
Transcriptional networks in plant immunity , 932,947,New Phytologist,May,2015,206,3
Secondary metabolites in plant innate immunity: conserved function of divergent chemicals , 948,964,New Phytologist,May,2015,206,3
Molecular mechanisms for mediating light-dependent nucleo/cytoplasmic partitioning of phytochrome photoreceptors , 965,971,New Phytologist,May,2015,206,3
When the lights go out: the evolutionary fate of free-living colorless green algae , 972,982,New Phytologist,May,2015,206,3
"Difference in Striga-susceptibility is reflected in strigolactone secretion profile, but not in compatibility and host preference in arbuscular mycorrhizal symbiosis in two maize cultivars ", 983,989,New Phytologist,May,2015,206,3
"The nutrient economy of Lodoicea maldivica, a monodominant palm producing the world's largest seed ", 990,999,New Phytologist,May,2015,206,3
Photosynthetic temperature responses of tree species in Rwanda: evidence of pronounced negative effects of high temperature in montane rainforest climax species , 1000,1012,New Phytologist,May,2015,206,3
A gain-of-function mutation of plastidic invertase alters nuclear gene expression with sucrose treatment partially via GENOMES UNCOUPLED1-mediated signaling , 1013,1023,New Phytologist,May,2015,206,3
ZmpTAC12 binds single-stranded nucleic acids and is essential for accumulation of the plastid-encoded polymerase complex in maize , 1024,1037,New Phytologist,May,2015,206,3
Lipid anchoring of Arabidopsis phototropin 1 to assess the functional significance of receptor internalization: should I stay or should I go? , 1038,1050,New Phytologist,May,2015,206,3
A hemicellulose-bound form of silicon with potential to improve the mechanical properties and regeneration of the cell wall of rice , 1051,1062,New Phytologist,May,2015,206,3
A hemicellulose-bound form of silicon inhibits cadmium ion uptake in rice (Oryza sativa) cells , 1063,1074,New Phytologist,May,2015,206,3
Mathematical modelling of the diurnal regulation of the MEP pathway in Arabidopsis , 1075,1085,New Phytologist,May,2015,206,3
"Hxt1, a monosaccharide transporter and sensor required for virulence of the maize pathogen Ustilago maydis ", 1086,1100,New Phytologist,May,2015,206,3
Molecular characterization of two isoforms of a farnesyl pyrophosphate synthase gene in wheat and their roles in sesquiterpene synthesis and inducible defence against aphid infestation , 1101,1115,New Phytologist,May,2015,206,3
The fungal core effector Pep1 is conserved across smuts of dicots and monocots , 1116,1126,New Phytologist,May,2015,206,3
Mycorrhizal networks and coexistence in species-rich orchid communities , 1127,1134,New Phytologist,May,2015,206,3
Ectomycorrhizal fungal maladaptation and growth reductions associated with assisted migration of Douglas-fir , 1135,1144,New Phytologist,May,2015,206,3
Strong altitudinal partitioning in the distributions of ectomycorrhizal fungi along a short (300 m) elevation gradient , 1145,1155,New Phytologist,May,2015,206,3
Soil bacteria hold the key to root cluster formation , 1156,1162,New Phytologist,May,2015,206,3
Sustainable deployment of QTLs conferring quantitative resistance to crops: first lessons from a stochastic model , 1163,1171,New Phytologist,May,2015,206,3
Multiple origins and chromosomal novelty in the allotetraploid Tragopogon castellanus (Asteraceae) , 1172,1183,New Phytologist,May,2015,206,3
Leaf respiration (GlobResp) – global trait database supports Earth System Models , 483,485,New Phytologist,April,2015,206,2
Dimensions of plant flammability , 486,488,New Phytologist,April,2015,206,2
Seaweed cultivation: potential and challenges of crop domestication at an unprecedented pace , 489,492,New Phytologist,April,2015,206,2
The origins of the quiescent centre concept , 493,496,New Phytologist,April,2015,206,2
Medicago truncatula symbiosis mutants affected in the interaction with a biotrophic root pathogen , 497,500,New Phytologist,April,2015,206,2
"Plants, fungi and oomycetes: a 400-million year affair that shapes the biosphere ", 501,506,New Phytologist,April,2015,206,2
"Phosphorus limitation, soil-borne pathogens and the coexistence of plant species in hyperdiverse forests and shrublands ", 507,521,New Phytologist,April,2015,206,2
The molecular circuitry of brassinosteroid signaling , 522,540,New Phytologist,April,2015,206,2
Molecular basis of angiosperm tree architecture , 541,556,New Phytologist,April,2015,206,2
"The evolution of halophytes, glycophytes and crops, and its implications for food security under saline conditions ", 557,570,New Phytologist,April,2015,206,2
Ecology and evolution of floral volatile-mediated information transfer in plants , 571,577,New Phytologist,April,2015,206,2
Reconciling functions and evolution of isoprene emission in higher plants , 578,582,New Phytologist,April,2015,206,2
Drought and resprouting plants , 583,589,New Phytologist,April,2015,206,2
Distribution and mixing of old and new nonstructural carbon in two temperate trees , 590,597,New Phytologist,April,2015,206,2
"Functional analysis of a Wheat Homeodomain protein, TaR1, reveals that host chromatin remodelling influences the dynamics of the switch to necrotrophic growth in the phytopathogenic fungus Zymoseptoria tritici ", 598,605,New Phytologist,April,2015,206,2
Arabidopsis EF-Tu receptor enhances bacterial disease resistance in transgenic wheat , 606,613,New Phytologist,April,2015,206,2
"Global variability in leaf respiration in relation to climate, plant functional types and leaf traits ", 614,636,New Phytologist,April,2015,206,2
Measurements of transpiration isotopologues and leaf water to assess enrichment models in cotton , 637,646,New Phytologist,April,2015,206,2
CASSIA – a dynamic model for predicting intra-annual sink demand and interannual growth variation in Scots pine , 647,659,New Phytologist,April,2015,206,2
Functional diversity enhances the resistance of ecosystem multifunctionality to aridity in Mediterranean drylands , 660,671,New Phytologist,April,2015,206,2
Flammability across the gymnosperm phylogeny: the importance of litter particle size , 672,681,New Phytologist,April,2015,206,2
Slow recovery of High Arctic heath communities from nitrogen enrichment , 682,695,New Phytologist,April,2015,206,2
Exposure of barley plants to low Pi leads to rapid changes in root respiration that correlate with specific alterations in amino acid substrates , 696,708,New Phytologist,April,2015,206,2
"HbNIN2, a cytosolic alkaline/neutral-invertase, is responsible for sucrose catabolism in rubber-producing laticifers of Hevea brasiliensis (para rubber tree) ", 709,725,New Phytologist,April,2015,206,2
Destabilization of interaction between cytokinin signaling intermediates AHP1 and ARR4 modulates Arabidopsis development , 726,737,New Phytologist,April,2015,206,2
Contrasting effects of nicotianamine synthase knockdown on zinc and nickel tolerance and accumulation in the zinc/cadmium hyperaccumulator Arabidopsis halleri , 738,750,New Phytologist,April,2015,206,2
Analyses of Ca2+ dynamics using a ubiquitin-10 promoter-driven Yellow Cameleon 3.6 indicator reveal reliable transgene expression and differences in cytoplasmic Ca2+ responses in Arabidopsis and rice (Oryza sativa) roots , 751,760,New Phytologist,April,2015,206,2
Silicon induces resistance to the brown spot fungus Cochliobolus miyabeanus by preventing the pathogen from hijacking the rice ethylene pathway , 761,773,New Phytologist,April,2015,206,2
Tissue-specific FLAGELLIN-SENSING 2 (FLS2) expression in roots restores immune responses in Arabidopsis fls2 mutants , 774,784,New Phytologist,April,2015,206,2
Dynamics of asymmetrical hybridization in North American wood ferns: reconciling patterns of inheritance with gametophyte reproductive biology , 785,795,New Phytologist,April,2015,206,2
Phylogenetic correlations among chemical and physical plant defenses change with ontogeny , 796,806,New Phytologist,April,2015,206,2
Ancient horizontal transfer of transaldolase-like protein gene and its role in plant vascular development , 807,816,New Phytologist,April,2015,206,2
"Extending the generality of leaf economic design principles in the cycads, an ancient lineage ", 817,829,New Phytologist,April,2015,206,2
"Genome scans reveal candidate domestication and improvement genes in cultivated sunflower, as well as post-domestication introgression with wild relatives ", 830,838,New Phytologist,April,2015,206,2
Characterization of two CENH3 genes and their roles in wheat evolution , 839,851,New Phytologist,April,2015,206,2
"Molecular phylogeography and ecological niche modelling of a widespread herbaceous climber, Tetrastigma hemsleyanum (Vitaceae): insights into Plio–Pleistocene range dynamics of evergreen forest in subtropical China ", 852,867,New Phytologist,April,2015,206,2
Phenotyping nematode feeding sites: three-dimensional reconstruction and volumetric measurements of giant cells induced by root-knot nematodes in Arabidopsis , 868,880,New Phytologist,April,2015,206,2
Peeking into the black box: a trait-based approach to predicting plant–soil feedback , 1,4,New Phytologist,April,2015,206,1
From pond slime to rain forest: the evolution of ABA signalling and the acquisition of dehydration tolerance , 5,7,New Phytologist,April,2015,206,1
When two is a crowd: mitochondrial genome merger and its aftermath , 8,9,New Phytologist,April,2015,206,1
Trickery flowers: the extraordinary chemical mimicry of Aristolochia to accomplish deception to its pollinators , 10,13,New Phytologist,April,2015,206,1
"Senescence, ageing and death of the whole plant: morphological prerequisites and constraints of plant immortality ", 14,18,New Phytologist,April,2015,206,1
The Chromosome Counts Database (CCDB) – a community resource of plant chromosome numbers , 19,26,New Phytologist,April,2015,206,1
Methods for studying polyploid diversification and the dead end hypothesis: a reply to Soltis et al. (2014) , 27,35,New Phytologist,April,2015,206,1
Efficient use of energy in anoxia-tolerant plants with focus on germinating rice seedlings , 36,56,New Phytologist,April,2015,206,1
Flood adaptive traits and processes: an overview , 57,73,New Phytologist,April,2015,206,1
Adaptation in flower form: a comparative evodevo approach , 74,90,New Phytologist,April,2015,206,1
Patterns and causes of observed piñon pine mortality in the southwestern United States , 91,97,New Phytologist,April,2015,206,1
Small regulatory RNAs and the fine-tuning of plant–bacteria interactions , 98,106,New Phytologist,April,2015,206,1
"Improving intercropping: a synthesis of research in agronomy, plant physiology and ecology ", 107,117,New Phytologist,April,2015,206,1
Novel roles of hydrogen peroxide (H2O2) in regulating pectin synthesis and demethylesterification in the cell wall of rice (Oryza sativa) root tips , 118,126,New Phytologist,April,2015,206,1
Inhibitory effects of extracellular self-DNA: a general biological process? , 127,132,New Phytologist,April,2015,206,1
Biomechanical consequences of branching in flexible wave-swept macroalgae , 133,140,New Phytologist,April,2015,206,1
Effects of stomatal density and leaf water content on the 18O enrichment of leaf water , 141,151,New Phytologist,April,2015,206,1
Replicate altitudinal clines reveal that evolutionary flexibility underlies adaptation to drought stress in annual Mimulus guttatus , 152,165,New Phytologist,April,2015,206,1
Plant lignin content altered by soil microbial community , 166,174,New Phytologist,April,2015,206,1
"Functional equivalence, competitive hierarchy and facilitation determine species coexistence in highly invaded grasslands ", 175,186,New Phytologist,April,2015,206,1
Three causes of variation in the photochemical reflectance index (PRI) in evergreen conifers , 187,195,New Phytologist,April,2015,206,1
The photochemical reflectance index provides an optical indicator of spring photosynthetic activation in evergreen conifers , 196,208,New Phytologist,April,2015,206,1
Epoxycarotenoid-mediated synthesis of abscisic acid in Physcomitrella patens implicating conserved mechanisms for acclimation to hyperosmosis in embryophytes , 209,219,New Phytologist,April,2015,206,1
GLABROUS INFLORESCENCE STEMS3 (GIS3) regulates trichome initiation and development in Arabidopsis , 220,230,New Phytologist,April,2015,206,1
Symphyotrichum ericoides populations from seleniferous and nonseleniferous soil display striking variation in selenium accumulation , 231,242,New Phytologist,April,2015,206,1
Identification of CROWN ROOTLESS1-regulated genes in rice reveals specific and conserved elements of postembryonic root formation , 243,254,New Phytologist,April,2015,206,1
BURSTING POLLEN is required to organize the pollen germination plaque and pollen tube tip in Arabidopsis thaliana , 255,267,New Phytologist,April,2015,206,1
Internal and external factors affecting photosynthetic pigment composition in plants: a meta-analytical approach , 268,280,New Phytologist,April,2015,206,1
Repression of flowering under a noninductive photoperiod by the HDA9-AGL19-FT module in Arabidopsis , 281,294,New Phytologist,April,2015,206,1
An ent-kaurene-derived diterpenoid virulence factor from Xanthomonas oryzae pv. oryzicola , 295,302,New Phytologist,April,2015,206,1
Sapogenin content variation in Medicago inter-specific hybrid derivatives highlights some aspects of saponin synthesis and control , 303,314,New Phytologist,April,2015,206,1
The transmembrane protein FgSho1 regulates fungal development and pathogenicity via the MAPK module Ste50-Ste11-Ste7 in Fusarium graminearum , 315,328,New Phytologist,April,2015,206,1
The soil microbial community predicts the importance of plant traits in plant–soil feedback , 329,341,New Phytologist,April,2015,206,1
The betrayed thief – the extraordinary strategy of Aristolochia rotunda to deceive its pollinators , 342,351,New Phytologist,April,2015,206,1
The liverwort Pellia endiviifolia shares microtranscriptomic traits that are common to green algae and land plants , 352,367,New Phytologist,April,2015,206,1
Differential evolution of members of the rhomboid gene family with conservative and divergent patterns , 368,380,New Phytologist,April,2015,206,1
Homologous recombination and retention of a single form of most genes shape the highly chimeric mitochondrial genome of a cybrid plant , 381,396,New Phytologist,April,2015,206,1
The evolution and function of protein tandem repeats in plants , 397,410,New Phytologist,April,2015,206,1
Linking nonstructural carbohydrate dynamics to gas exchange and leaf hydraulic behavior in Pinus edulis and Juniperus monosperma , 411,421,New Phytologist,April,2015,206,1
Natural variation for anthocyanin accumulation under high-light and low-temperature stress is attributable to the ENHANCER OF AG-4 2 (HUA2) locus in combination with PRODUCTION OF ANTHOCYANIN PIGMENT1 (PAP1) and PAP2 , 422,435,New Phytologist,April,2015,206,1
Olive domestication and diversification in the Mediterranean Basin , 436,447,New Phytologist,April,2015,206,1
Big thistle eats the little thistle: does unidirectional introgressive hybridization endanger the conservation of Onopordum hinojense? , 448,458,New Phytologist,April,2015,206,1
Large-scale adaptive differentiation in the alpine perennial herb Arabis alpina , 459,470,New Phytologist,April,2015,206,1
An improved sensor for precision detection of in situ stem water content using a frequency domain fringing capacitor , 471,481,New Phytologist,April,2015,206,1
Evolving insights to understanding mycorrhizas , 1369,1374,New Phytologist,March,2015,205,4
Priorities for research on priority effects , 1375,1377,New Phytologist,March,2015,205,4
"Moving beyond the black-box: fungal traits, community structure, and carbon sequestration in forest soils ", 1378,1380,New Phytologist,March,2015,205,4
How harmonious are arbuscular mycorrhizal symbioses? Inconsistent concepts reflect different mindsets as well as results , 1381,1384,New Phytologist,March,2015,205,4
Plant root and mycorrhizal fungal traits for understanding soil aggregation , 1385,1388,New Phytologist,March,2015,205,4
Parsing ecological signal from noise in next generation amplicon sequencing , 1389,1393,New Phytologist,March,2015,205,4
Fungal associations of basal vascular plants: reopening a closed book? , 1394,1398,New Phytologist,March,2015,205,4
The fungal perspective of arbuscular mycorrhizal colonization in ‘nonmycorrhizal’ plants , 1399,1403,New Phytologist,March,2015,205,4
Francis M. Martin , 1404,1405,New Phytologist,March,2015,205,4
"Mycorrhizal ecology and evolution: the past, the present, and the future ", 1406,1423,New Phytologist,March,2015,205,4
Towards a holistic understanding of the beneficial interactions across the Populus microbiome , 1424,1430,New Phytologist,March,2015,205,4
Phytohormones as integrators of environmental signals in the regulation of mycorrhizal symbioses , 1431,1436,New Phytologist,March,2015,205,4
Partner selection in the mycorrhizal mutualism , 1437,1442,New Phytologist,March,2015,205,4
"Ectomycorrhizal fungi – potential organic matter decomposers, yet not saprotrophs ", 1443,1447,New Phytologist,March,2015,205,4
Interplant signalling through hyphal networks , 1448,1453,New Phytologist,March,2015,205,4
Local-scale biogeography and spatiotemporal variability in communities of mycorrhizal fungi , 1454,1463,New Phytologist,March,2015,205,4
"Endogone, one of the oldest plant-associated fungi, host unique Mollicutes-related endobacteria ", 1464,1472,New Phytologist,March,2015,205,4
Mycorrhizal phenotypes and the Law of the Minimum , 1473,1484,New Phytologist,March,2015,205,4
Host diversity affects the abundance of the extraradical arbuscular mycorrhizal network , 1485,1491,New Phytologist,March,2015,205,4
From mycoheterotrophy to mutualism: mycorrhizal specificity and functioning in Ophioglossum vulgatum sporophytes , 1492,1502,New Phytologist,March,2015,205,4
"Preferential allocation, physio-evolutionary feedbacks, and the stability and environmental patterns of mutualism between plants and their root symbionts ", 1503,1514,New Phytologist,March,2015,205,4
Order of arrival structures arbuscular mycorrhizal colonization of plants , 1515,1524,New Phytologist,March,2015,205,4
Carbon sequestration is related to mycorrhizal fungal community shifts during long-term succession in boreal forests , 1525,1536,New Phytologist,March,2015,205,4
