title,start,end,journal,month,year,vol,issue
Post-transcriptional regulation of GORK channels by superoxide anion contributes to increases in outward-rectifying K+ currents,1039,1048,New Phytologist,June,2013,198,4
Complementary and dose-dependent action of AtCCS52A isoforms in endoreduplication and plant size control,1049,1059,New Phytologist,June,2013,198,4
SUB1A-mediated submergence tolerance response in rice involves differential regulation of the brassinosteroid pathway,1060,1070,New Phytologist,June,2013,198,4
"The rice narrow leaf2 and narrow leaf3 loci encode WUSCHEL-related homeobox 3A (OsWOX3A) and function in leaf, spikelet, tiller and lateral root development ",1071,1084,New Phytologist,June,2013,198,4
Genetic regulation of glucoraphanin accumulation in Beneforté® broccoli,1085,1095,New Phytologist,June,2013,198,4
Silicon alleviates iron deficiency in cucumber by promoting mobilization of iron in the root apoplast,1096,1107,New Phytologist,June,2013,198,4
The role of the potato (Solanum tuberosum) CCD8 gene in stolon and tuber development,1108,1120,New Phytologist,June,2013,198,4
Stability of quantitative trait loci for growth and wood properties across multiple pedigrees and environments in Eucalyptus globulus,1121,1134,New Phytologist,June,2013,198,4
Photosynthetic performance of submerged macrophytes from lowland stream and lake habitats with contrasting CO2 availability,1135,1142,New Phytologist,June,2013,198,4
Concurrent measurements of change in the bark and xylem diameters of trees reveal a phloem-generated turgor signal,1143,1154,New Phytologist,June,2013,198,4
Multilocus estimation of divergence times and ancestral effective population sizes of Oryza species and implications for the rapid diversification of the genus,1155,1164,New Phytologist,June,2013,198,4
Functional dissection of the PROPEP2 and PROPEP3 promoters reveals the importance of WRKY factors in mediating microbe-associated molecular pattern-induced expression,1165,1177,New Phytologist,June,2013,198,4
"Resistance of Arabidopsis thaliana to the green peach aphid, Myzus persicae, involves camalexin and is regulated by microRNAs ",1178,1190,New Phytologist,June,2013,198,4
"AaORA, a trichome-specific AP2/ERF transcription factor of Artemisia annua, is a positive regulator in the artemisinin biosynthetic pathway and in disease resistance to Botrytis cinerea ",1191,1202,New Phytologist,June,2013,198,4
Detoxification of α-tomatine by Cladosporium fulvum is required for full virulence on tomato,1203,1214,New Phytologist,June,2013,198,4
"Spatial and temporal dynamics of the colonization of Pinus radiata by Fusarium circinatum, of conidiophora development in the pith and of traumatic resin duct formation ",1215,1227,New Phytologist,June,2013,198,4
What determines Alnus-associated ectomycorrhizal community diversity and specificity? A comparison of host and habitat effects at a regional scale,1228,1238,New Phytologist,June,2013,198,4
Biogeography of ectomycorrhizal fungi associated with alders (Alnus spp.) in relation to biotic and abiotic variables at the global scale,1239,1249,New Phytologist,June,2013,198,4
Evolutionary and molecular analysis of Dof transcription factors identified a conserved motif for intercellular protein trafficking,1250,1260,New Phytologist,June,2013,198,4
Evidence for recent evolution of cold tolerance in grasses suggests current distribution is not limited by (low) temperature,1261,1273,New Phytologist,June,2013,198,4
Congruence between distribution modelling and phylogeographical analyses reveals Quaternary survival of a toadflax species (Linaria elegans) in oceanic climate areas of a mountain ring range,1274,1289,New Phytologist,June,2013,198,4
Corrigendum,1291,1292,New Phytologist,June,2013,198,4
"Next-generation sequencing for next-generation breeding, and more ",635,637,New Phytologist,May,2013,198,3
"Enemy release and evolution of increased competitive ability: at last, a smoking gun! ",638,640,New Phytologist,May,2013,198,3
SNPing Aegilops tauschii genetic diversity and the birthplace of bread wheat,641,642,New Phytologist,May,2013,198,3
Isotope discrimination provides new insight into biological nitrogen fixation,643,646,New Phytologist,May,2013,198,3
Lichen species identity and diversity of cyanobacterial toxins in symbiosis,647,651,New Phytologist,May,2013,198,3
Mycorrhiza for all: an under-earth revolution,652,655,New Phytologist,May,2013,198,3
Competition between roots and microorganisms for nitrogen: mechanisms and ecological relevance,656,669,New Phytologist,May,2013,198,3
Sexual polyploidization in plants – cytological mechanisms and molecular regulation,670,684,New Phytologist,May,2013,198,3
"NITRILASE1 regulates the exit from proliferation, genome stability and plant development ",685,698,New Phytologist,May,2013,198,3
Zinc Finger Protein 6 (ZFP6) regulates trichome initiation by integrating gibberellin and cytokinin signaling in Arabidopsis thaliana,699,708,New Phytologist,May,2013,198,3
ALFIN-LIKE 6 is involved in root hair elongation during phosphate deficiency in Arabidopsis,709,720,New Phytologist,May,2013,198,3
Efficient xylem transport and phloem remobilization of Zn in the hyperaccumulator plant species Sedum alfredii,721,731,New Phytologist,May,2013,198,3
"Homologs of FT, CEN and FD respond to developmental and environmental signals affecting growth and flowering in the perennial vine kiwifruit ",732,746,New Phytologist,May,2013,198,3
Bruno-like proteins modulate flowering time via 3′ UTR-dependent decay of SOC1 mRNA,747,756,New Phytologist,May,2013,198,3
Enhancement of leaf photosynthetic capacity through increased stomatal density in Arabidopsis,757,764,New Phytologist,May,2013,198,3
Breeding with rare defective alleles (BRDA): a natural Populus nigra HCT mutant with modified lignin as a case study,765,776,New Phytologist,May,2013,198,3
Approximating subcellular organisation of carbohydrate metabolism during cold acclimation in different natural accessions of Arabidopsis thaliana,777,787,New Phytologist,May,2013,198,3
Elevated atmospheric CO2 concentration leads to increased whole-plant isoprene emission in hybrid aspen (Populus tremula × Populus tremuloides),788,800,New Phytologist,May,2013,198,3
Large-scale characterization of drought pattern: a continent-wide modelling approach applied to the Australian wheatbelt – spatial and temporal trends,801,820,New Phytologist,May,2013,198,3
Characterization of the sterol 14α-demethylases of Fusarium graminearum identifies a novel genus-specific CYP51 function,821,835,New Phytologist,May,2013,198,3
Functional analysis of the novel mycorrhiza-specific phosphate transporter AsPT1 and PHT1 family from Astragalus sinicus during the arbuscular mycorrhizal symbiosis,836,852,New Phytologist,May,2013,198,3
"The family of ammonium transporters (AMT) in Sorghum bicolor: two AMT members are induced locally, but not systemically in roots colonized by arbuscular mycorrhizal fungi ",853,865,New Phytologist,May,2013,198,3
Strigolactone signaling in the endodermis is sufficient to restore root responses and involves SHORT HYPOCOTYL 2 (SHY2) activity,866,874,New Phytologist,May,2013,198,3
"NFP, a LysM protein controlling Nod factor perception, also intervenes in Medicago truncatula resistance to pathogens ",875,886,New Phytologist,May,2013,198,3
The dispensable chromosome of Leptosphaeria maculans shelters an effector gene conferring avirulence towards Brassica rapa,887,898,New Phytologist,May,2013,198,3
The xylan utilization system of the plant pathogen Xanthomonas campestris pv campestris controls epiphytic life and reveals common features with oligotrophic bacteria and animal gut symbionts,899,915,New Phytologist,May,2013,198,3
Herbivore exclusion drives the evolution of plant competitiveness via increased allelopathy,916,924,New Phytologist,May,2013,198,3
Aegilops tauschii single nucleotide polymorphisms shed light on the origins of wheat D-genome genetic diversity and pinpoint the geographic origin of hexaploid wheat,925,937,New Phytologist,May,2013,198,3
Herbicide mixtures at high doses slow the evolution of resistance in experimentally evolving populations of Chlamydomonas reinhardtii,938,945,New Phytologist,May,2013,198,3
History of the invasion of the anther smut pathogen on Silene latifolia in North America,946,956,New Phytologist,May,2013,198,3
Next-generation dynamic global vegetation models: learning from community ecology,957,969,New Phytologist,May,2013,198,3
Passive and active stomatal control: either or both?,325,327,New Phytologist,April,2013,198,2
‘A new star’ – but why just parenchyma for dendroclimatology?,328,330,New Phytologist,April,2013,198,2
A broader perspective on plant domestication and nutrient and carbon cycling,331,333,New Phytologist,April,2013,198,2
Is the recovery of (photo) respiratory CO2 and intermediates minimal?,334,338,New Phytologist,April,2013,198,2
Glycine metabolism in leaves of Glycine max in 200- and 600-ppm CO2 environments,339,342,New Phytologist,April,2013,198,2
"Bridging mycorrhizal genomics, metagenomics and forest ecology ",343,346,New Phytologist,April,2013,198,2
"Cospeciation vs host-shift speciation: methods for testing, evidence from natural associations and relation to coevolution ",347,385,New Phytologist,April,2013,198,2
Is self-fertilization an evolutionary dead end?,386,397,New Phytologist,April,2013,198,2
"Transcriptomic analysis of metabolic function in the giant kelp, Macrocystis pyrifera, across depth and season ",398,407,New Phytologist,April,2013,198,2
ORFH79 impairs mitochondrial function via interaction with a subunit of electron transport chain complex III in Honglian cytoplasmic male sterile rice,408,418,New Phytologist,April,2013,198,2
Conserved transport mechanisms but distinct auxin responses govern shoot patterning in Selaginella kraussiana,419,428,New Phytologist,April,2013,198,2
Ancestral stomatal control results in a canalization of fern and lycophyte adaptation to drought,429,441,New Phytologist,April,2013,198,2
A STAY-GREEN protein SlSGR1 regulates lycopene and β-carotene accumulation by interacting directly with SlPSY1 during ripening processes in tomato,442,452,New Phytologist,April,2013,198,2
Sucrose functions as a signal involved in the regulation of strawberry fruit development and ripening,453,465,New Phytologist,April,2013,198,2
Can elevated CO2 and ozone shift the genetic composition of aspen (Populus tremuloides) stands?,466,475,New Phytologist,April,2013,198,2
Quaternary ammonium compounds can be abundant in some soils and are taken up as intact molecules by plants,476,485,New Phytologist,April,2013,198,2
New star on the stage: amount of ray parenchyma in tree rings shows a link to climate,486,495,New Phytologist,April,2013,198,2
Physical dormancy in seeds: a game of hide and seek?,496,503,New Phytologist,April,2013,198,2
Side-effects of plant domestication: ecosystem impacts of changes in litter quality,504,513,New Phytologist,April,2013,198,2
The NRT2.5 and NRT2.6 genes are involved in growth promotion of Arabidopsis by the plant growth-promoting rhizobacterium (PGPR) strain Phyllobacterium brassicacearum STM196,514,524,New Phytologist,April,2013,198,2
Fragmentation of an aflatoxin-like gene cluster in a forest pathogen,525,535,New Phytologist,April,2013,198,2
UDP-glucosyltransferase UGT84A2/BRT1 is required for Arabidopsis nonhost resistance to the Asian soybean rust pathogen Phakopsora pachyrhizi,536,545,New Phytologist,April,2013,198,2
Contrasting arbuscular mycorrhizal communities colonizing different host plants show a similar response to a soil phosphorus concentration gradient,546,556,New Phytologist,April,2013,198,2
Assessing population structure and host specialization in lichenized cyanobacteria,557,566,New Phytologist,April,2013,198,2
Drought predisposes piñon–juniper woodlands to insect attacks and mortality,567,578,New Phytologist,April,2013,198,2
Spatiotemporal reconstruction of the Aquilegia rapid radiation through next-generation sequencing of rapidly evolving cpDNA regions,579,592,New Phytologist,April,2013,198,2
Allopolyploidy has a moderate impact on restructuring at three contrasting transposable element insertion sites in resynthesized Brassica napus allotetraploids,593,604,New Phytologist,April,2013,198,2
"Prospects and limits of the flow cytometric seed screen – insights from Potentilla sensu lato (Potentilleae, Rosaceae) ",605,616,New Phytologist,April,2013,198,2
How colorful are fruits? Limited color diversity in fleshy fruits on local and global scales,617,629,New Phytologist,April,2013,198,2
Rubisco: still the most abundant protein of Earth?,1,3,New Phytologist,April,2013,198,1
Single-strain inoculation may create spurious correlations between legume fitness and rhizobial fitness,4,6,New Phytologist,April,2013,198,1
One hundred years of solitude: integrating single-strain inoculations with community perspectives in the legume–rhizobium symbiosis,7,9,New Phytologist,April,2013,198,1
Viroids: a light in the darkness of the lncRNA-directed regulatory networks in plants,10,15,New Phytologist,April,2013,198,1
"Biosynthesis, function and metabolic engineering of plant volatile organic compounds ",16,32,New Phytologist,April,2013,198,1
Heavy traffic in the fast lane: long-distance signalling by macromolecules,33,51,New Phytologist,April,2013,198,1
Rubisco is a small fraction of total protein in marine phytoplankton,52,58,New Phytologist,April,2013,198,1
"Regulation of flavonoid biosynthesis involves an unexpected complex transcriptional regulation of TT8 expression, in Arabidopsis ",59,70,New Phytologist,April,2013,198,1
Gamete fertility and ovule number variation in selfed reciprocal F1 hybrid triploid plants are heritable and display epigenetic parent-of-origin effects,71,81,New Phytologist,April,2013,198,1
The response of the maize nitrate transport system to nitrogen demand and supply across the lifecycle,82,94,New Phytologist,April,2013,198,1
Arabidopsis COLD SHOCK DOMAIN PROTEIN 2 is a negative regulator of cold acclimation,95,102,New Phytologist,April,2013,198,1
Differential induction of mitochondrial machinery by light intensity correlates with changes in respiratory metabolism and photorespiration in rice leaves,103,115,New Phytologist,April,2013,198,1
Responses of belowground carbon allocation dynamics to extended shading in mountain grassland,116,126,New Phytologist,April,2013,198,1
Temporal dynamics of fine roots under long-term exposure to elevated CO2 in the Mojave Desert,127,138,New Phytologist,April,2013,198,1
Low root reserve accumulation during drought may lead to winter mortality in poplar seedlings,139,148,New Phytologist,April,2013,198,1
Ontogenic changes rather than difference in temperature cause understory trees to leaf out earlier,149,155,New Phytologist,April,2013,198,1
Elevated CO2 enrichment induces a differential biomass response in a mixed species temperate forest plantation,156,168,New Phytologist,April,2013,198,1
Hydraulic limits on maximum plant transpiration and the emergence of the safety–efficiency trade-off,169,178,New Phytologist,April,2013,198,1
Hydrogen peroxide-regulated genes in the Medicago truncatula–Sinorhizobium meliloti symbiosis,179,189,New Phytologist,April,2013,198,1
Short-chain chitin oligomers from arbuscular mycorrhizal fungi trigger nuclear Ca2+ spiking in Medicago truncatula roots and their production is enhanced by strigolactone,190,202,New Phytologist,April,2013,198,1
Common mycorrhizal networks amplify size inequality in Andropogon gerardii monocultures,203,213,New Phytologist,April,2013,198,1
Are ectomycorrhizal fungi alleviating or aggravating nitrogen limitation of tree growth in boreal forests?,214,221,New Phytologist,April,2013,198,1
Parasitic plant litter input: a novel indirect mechanism influencing plant community structure,222,231,New Phytologist,April,2013,198,1
The development of a foliar fungal pathogen does react to leaf temperature!,232,240,New Phytologist,April,2013,198,1
Symbiotic fungi alter plant chemistry that discourages leaf-cutting ants,241,251,New Phytologist,April,2013,198,1
"Correlations between physical and chemical defences in plants: tradeoffs, syndromes, or just many different ways to skin a herbivorous cat? ",252,263,New Phytologist,April,2013,198,1
Potential impact of soil microbiomes on the leaf metabolome and on herbivore feeding behavior,264,273,New Phytologist,April,2013,198,1
Gene body methylation shows distinct patterns associated with different gene origins and duplication modes and has a heterogeneous relationship with gene expression in Oryza sativa (rice),274,283,New Phytologist,April,2013,198,1
"An approach to identify putative hybrids in the ‘coalescent stochasticity zone’, as exemplified in the African plant genus Streptocarpus (Gesneriaceae) ",284,300,New Phytologist,April,2013,198,1
Shades of red: bird-pollinated flowers target the specific colour discrimination abilities of avian vision,301,310,New Phytologist,April,2013,198,1
"Spectroscopic sensitivity of real-time, rapidly induced phytochemical change in response to damage ",311,319,New Phytologist,April,2013,198,1
The New Phytologist Tansley Medal 2012,1025,1026,New Phytologist,March,2013,197,4
Pointing PINs in the right directions: a potassium transporter is required for the polar localization of auxin efflux carriers,1027,1028,New Phytologist,March,2013,197,4
Lowland rice: high-end submergence tolerance,1029,1031,New Phytologist,March,2013,197,4
Genomic and transcriptomic insights into lifestyle transitions of a hemi-biotrophic fungal pathogen,1032,1034,New Phytologist,March,2013,197,4
"Orchestrating plant development, metabolism and plant–microbe interactions – NO problem! ",1035,1038,New Phytologist,March,2013,197,4
Cytoskeletal and membrane dynamics during higher plant cytokinesis,1039,1057,New Phytologist,March,2013,197,4
From ozone depletion to agriculture: understanding the role of UV radiation in sustainable crop production,1058,1076,New Phytologist,March,2013,197,4
Sensitivity of plants to changing atmospheric CO2 concentration: from the geological past to the next century,1077,1094,New Phytologist,March,2013,197,4
Reinforcement in plants,1095,1103,New Phytologist,March,2013,197,4
Mycorrhizal fungal establishment in agricultural soils: factors determining inoculation success,1104,1109,New Phytologist,March,2013,197,4
Resistance to herbicides caused by single amino acid mutations in acetyl-CoA carboxylase in resistant populations of grassy weeds,1110,1116,New Phytologist,March,2013,197,4
Ratiometric monitoring of transient apoplastic alkalinizations in the leaf apoplast of living Vicia faba plants: chloride primes and PM–H+-ATPase shapes NaCl-induced systemic alkalinizations,1117,1129,New Phytologist,March,2013,197,4
Root gravitropism and root hair development constitute coupled developmental responses regulated by auxin homeostasis in the Arabidopsis root apex,1130,1141,New Phytologist,March,2013,197,4
Nonstructural leaf carbohydrate dynamics of Pinus edulis during drought-induced tree mortality reveal role for carbon metabolism in mortality mechanism,1142,1151,New Phytologist,March,2013,197,4
Temporal separation between CO2 assimilation and growth? Experimental and theoretical evidence from the desiccation-tolerant moss Syntrichia ruralis,1152,1160,New Phytologist,March,2013,197,4
Respiratory flexibility and efficiency are affected by simulated global change in Arctic plants,1161,1172,New Phytologist,March,2013,197,4
Long-term stem CO2 concentration measurements in Norway spruce in relation to biotic and abiotic factors,1173,1184,New Phytologist,March,2013,197,4
Elevated night-time temperatures increase growth in seedlings of two tropical pioneer tree species,1185,1192,New Phytologist,March,2013,197,4
Internal aeration of paddy field rice (Oryza sativa) during complete submergence – importance of light and floodwater O2,1193,1203,New Phytologist,March,2013,197,4
Vessel diameter–stem diameter scaling across woody angiosperms and the ecological causes of xylem vessel diameter variation,1204,1213,New Phytologist,March,2013,197,4
"SlNAC1, a stress-related transcription factor, is fine-tuned on both the transcriptional and the post-translational level ",1214,1224,New Phytologist,March,2013,197,4
GmRIN4 protein family members function nonredundantly in soybean race-specific resistance against Pseudomonas syringae,1225,1235,New Phytologist,March,2013,197,4
Comparative genomic and transcriptomic analyses reveal the hemibiotrophic stage shift of Colletotrichum fungi,1236,1249,New Phytologist,March,2013,197,4
Medicago truncatula DNF2 is a PI-PLC-XD-containing protein required for bacteroid persistence and prevention of nodule early senescence and defense-like reactions,1250,1261,New Phytologist,March,2013,197,4
Gene-for-gene relationship in the host–pathogen system Malus × robusta 5–Erwinia amylovora,1262,1275,New Phytologist,March,2013,197,4
Distinct and conserved transcriptomic changes during nematode-induced giant cell development in tomato compared with Arabidopsis: a functional role for gene repression,1276,1290,New Phytologist,March,2013,197,4
Jasmonate and ethylene signaling mediate whitefly-induced interference with indirect plant defense in Arabidopsis thaliana,1291,1299,New Phytologist,March,2013,197,4
Belowground biotic complexity drives aboveground dynamics: a test of the soil community feedback model,1300,1310,New Phytologist,March,2013,197,4
Adaptive divergence in seed color camouflage in contrasting soil environments,1311,1320,New Phytologist,March,2013,197,4
Genetic architecture of flowering time differentiation between locally adapted populations of Arabidopsis thaliana,1321,1331,New Phytologist,March,2013,197,4
Among- and within-population variation in flowering time of Iberian Arabidopsis thaliana estimated in field and glasshouse conditions,1332,1343,New Phytologist,March,2013,197,4
Epigenetic modification contributes to the expression divergence of three TaEXPA1 homoeologs in hexaploid wheat (Triticum aestivum),1344,1352,New Phytologist,March,2013,197,4
Molecular evolution and expression divergence of the Populus polygalacturonase supergene family shed light on the evolution of increasingly complex organs in plants,1353,1365,New Phytologist,March,2013,197,4
Tracking carbon within the trees,685,686,New Phytologist,February,2013,197,3
How to spot a flower,687,689,New Phytologist,February,2013,197,3
Calcium signatures are decoded by plants to give specific gene responses,690,693,New Phytologist,February,2013,197,3
"Prof. John William Gibson Cairney, 1959–2012 ",694,695,New Phytologist,February,2013,197,3
"Senescence, ageing and death of the whole plant ",696,711,New Phytologist,February,2013,197,3
Root stress and nitrogen deposition: consequences and research priorities,712,719,New Phytologist,February,2013,197,3
"Emerging trade-offs – impact of photoprotectants (PsbS, xanthophylls, and vitamin E) on oxylipins as regulators of development and defense ",720,729,New Phytologist,February,2013,197,3
Prevalence of gene expression additivity in genetically stable wheat allohexaploids,730,736,New Phytologist,February,2013,197,3
"SHORT INTERNODES/STYLISH genes, regulators of auxin biosynthesis, are involved in leaf vein development in Arabidopsis thaliana ",737,750,New Phytologist,February,2013,197,3
A gain-of-function mutation in the ROC1 gene alters plant architecture in Arabidopsis,751,762,New Phytologist,February,2013,197,3
Polymorphic simple sequence repeat (SSR) loci within cellulose synthase (PtoCesA) genes are associated with growth and wood properties in Populus tomentosa,763,776,New Phytologist,February,2013,197,3
"Populus trichocarpa cell wall chemistry and ultrastructure trait variation, genetic control and genetic correlations ",777,790,New Phytologist,February,2013,197,3
Indeterminate domain 10 regulates ammonium-mediated gene expression in rice roots,791,804,New Phytologist,February,2013,197,3
A proteomic approach identifies many novel palmitoylated proteins in Arabidopsis,805,814,New Phytologist,February,2013,197,3
The 14-3-3 protein GENERAL REGULATORY FACTOR11 (GRF11) acts downstream of nitric oxide to regulate iron acquisition in Arabidopsis thaliana,815,824,New Phytologist,February,2013,197,3
Source–sink dynamics and proteomic reprogramming under elevated night temperature and their impact on rice yield and grain quality,825,837,New Phytologist,February,2013,197,3
Tracing fresh assimilates through Larix decidua exposed to elevated CO2 and soil warming at the alpine treeline using compound-specific stable isotope analysis,838,849,New Phytologist,February,2013,197,3
Seasonal dynamics and age of stemwood nonstructural carbohydrates in temperate forest trees,850,861,New Phytologist,February,2013,197,3
Drought response strategies define the relative contributions of hydraulic dysfunction and carbohydrate depletion during tree mortality,862,872,New Phytologist,February,2013,197,3
Mitochondria are an early target of oxidative modifications in senescing legume nodules,873,885,New Phytologist,February,2013,197,3
"A specialized ABC efflux transporter GcABC-G1 confers monoterpene resistance to Grosmannia clavigera, a bark beetle-associated fungal pathogen of pine trees ",886,898,New Phytologist,February,2013,197,3
Differential selection pressures exerted by host resistance quantitative trait loci on a pathogen population: a case study in an apple × Venturia inaequalis pathosystem,899,908,New Phytologist,February,2013,197,3
The contribution of foliar endophytes to quantitative resistance to Melampsora rust,909,918,New Phytologist,February,2013,197,3
Variation in Arabidopsis developmental responses to oomycete infection: resilience vs changes in life history traits,919,926,New Phytologist,February,2013,197,3
Differential introgression reveals candidate genes for selection across a spruce (Picea sitchensis × P. glauca) hybrid zone,927,938,New Phytologist,February,2013,197,3
Divergence of expression pattern contributed to neofunctionalization of duplicated HD-Zip I transcription factor in barley,939,948,New Phytologist,February,2013,197,3
"Sub- and neo-functionalization of APETALA3 paralogs have contributed to the evolution of novel floral organ identity in Aquilegia (columbine, Ranunculaceae) ",949,957,New Phytologist,February,2013,197,3
Precise spatio-temporal regulation of the anthocyanin biosynthetic pathway leads to petal spot formation in Clarkia gracilis (Onagraceae),958,969,New Phytologist,February,2013,197,3
Polyploidy enhances the occupation of heterogeneous environments through hydraulic related trade-offs in Atriplex canescens (Chenopodiaceae),970,978,New Phytologist,February,2013,197,3
"The evolution of increased competitive ability, innate competitive advantages, and novel biochemical weapons act in concert for a tropical invader ",979,988,New Phytologist,February,2013,197,3
Adaptation at range margins: common garden trials and the performance of Arabidopsis lyrata across its northwestern European range,989,1001,New Phytologist,February,2013,197,3
"Plant community type and small-scale disturbances, but not altitude, influence the invasibility in subarctic ecosystems ",1002,1011,New Phytologist,February,2013,197,3
Quantification of microfibril angle in secondary cell walls at subcellular resolution by means of polarized light microscopy,1012,1019,New Phytologist,February,2013,197,3
What's the flux? Unraveling how CO2 fluxes from trees reflect underlying physiological processes,353,355,New Phytologist,January,2013,197,2
From model to crop plant–pathogen interactions: cloning of the first resistance gene to Leptosphaeria maculans in Brassica napus,356,358,New Phytologist,January,2013,197,2
Evolution of mixed strategies of plant defense against herbivores,359,361,New Phytologist,January,2013,197,2
Cultivating common ground: interdisciplinary approaches to biological research,362,365,New Phytologist,January,2013,197,2
Arbuscular mycorrhizal fungi – short-term liability but long-term benefits for soil carbon storage?,366,368,New Phytologist,January,2013,197,2
"Fagaceae trees as models to integrate ecology, evolution and genomics ",369,371,New Phytologist,January,2013,197,2
"Forest mortality due to drought: latest insights, evidence and unresolved questions on physiological pathways and consequences of tree death ",372,374,New Phytologist,January,2013,197,2
Effector wisdom,375,377,New Phytologist,January,2013,197,2
A conceptual framework for restoration of threatened plants: the effective model of American chestnut (Castanea dentata) reintroduction,378,393,New Phytologist,January,2013,197,2
Emerging role for RNA-based regulation in plant immunity,394,404,New Phytologist,January,2013,197,2
Experimental support of the stress-gradient hypothesis in herbivore–herbivore interactions,405,408,New Phytologist,January,2013,197,2
"Male-specific DNA markers provide genetic evidence of an XY chromosome system, a recombination arrest and allow the tracing of paternal lineages in date palm ",409,415,New Phytologist,January,2013,197,2
Methylome of DNase I sensitive chromatin in Populus trichocarpa shoot apical meristematic cells: a simplified approach revealing characteristics of gene-body DNA methylation in open chromatin state,416,430,New Phytologist,January,2013,197,2
"A pair of transposons coordinately suppresses gene expression, independent of pathways mediated by siRNA in Antirrhinum ",431,440,New Phytologist,January,2013,197,2
Construction of gene regulatory networks mediated by vegetative and reproductive stage-specific small RNAs in rice (Oryza sativa),441,453,New Phytologist,January,2013,197,2
Identification and characterization of MYB-bHLH-WD40 regulatory complexes controlling proanthocyanidin biosynthesis in strawberry (Fragaria × ananassa) fruits,454,467,New Phytologist,January,2013,197,2
The tomato SlSHINE3 transcription factor regulates fruit cuticle formation and epidermal patterning,468,480,New Phytologist,January,2013,197,2
An Arabidopsis reticulon and the atlastin homologue RHD3-like2 act together in shaping the tubular endoplasmic reticulum,481,489,New Phytologist,January,2013,197,2
Brassinosteroid production and signaling differentially control cell division and expansion in the leaf,490,502,New Phytologist,January,2013,197,2
Non-cell autonomous regulation of life cycle transitions in the model brown alga Ectocarpus,503,510,New Phytologist,January,2013,197,2
An algorithm to derive the fraction of photosynthetically active radiation absorbed by photosynthetic elements of the canopy (FAPARps) from eddy covariance flux tower data,511,523,New Phytologist,January,2013,197,2
Trees are major conduits for methane egress from tropical forested wetlands,524,531,New Phytologist,January,2013,197,2
Elevated CO2 does not offset greater water stress predicted under climate change for native and exotic riparian plants,532,543,New Phytologist,January,2013,197,2
Elevated CO2 increases tree-level intrinsic water use efficiency: insights from carbon and oxygen isotope analyses in tree rings across three forest FACE sites,544,554,New Phytologist,January,2013,197,2
Transport of root-respired CO2 via the transpiration stream affects aboveground carbon assimilation and CO2 efflux in trees,555,565,New Phytologist,January,2013,197,2
Four 13-lipoxygenases contribute to rapid jasmonate synthesis in wounded Arabidopsis thaliana leaves: a role for lipoxygenase 6 in responses to long-distance wound signals,566,575,New Phytologist,January,2013,197,2
Herbivores can select for mixed defensive strategies in plants,576,585,New Phytologist,January,2013,197,2
"Variation in carbon availability, defense chemistry and susceptibility to fungal invasion along the stems of mature trees ",586,594,New Phytologist,January,2013,197,2
The Brassica napus blackleg resistance gene LepR3 encodes a receptor-like protein triggered by the Leptosphaeria maculans effector AVRLM1,595,605,New Phytologist,January,2013,197,2
The arbuscular mycorrhizal symbiosis influences sulfur starvation responses of Medicago truncatula,606,616,New Phytologist,January,2013,197,2
First cloning and characterization of two functional aquaporin genes from an arbuscular mycorrhizal fungus Glomus intraradices,617,630,New Phytologist,January,2013,197,2
Genetic control of interactions among individuals: contrasting outcomes of indirect genetic effects arising from neighbour disease infection and competition in a forest tree,631,641,New Phytologist,January,2013,197,2
How to escape from crop-to-weed gene flow: phenological variation and isolation-by-time within weedy sunflower populations,642,654,New Phytologist,January,2013,197,2
Joint evolution of seed traits along an aridity gradient: seed size and dormancy are not two substitutable evolutionary traits in temporally heterogeneous environment,655,667,New Phytologist,January,2013,197,2
A novel method for efficient in vitro germination and tube growth of Arabidopsis thaliana pollen,668,679,New Phytologist,January,2013,197,2
Threats and opportunities,1,2,New Phytologist,January,2013,197,1
Arabinogalactan proteins – becoming less mysterious,3,5,New Phytologist,January,2013,197,1
Abscisic acid and stomatal closure: a hydraulic conductance conundrum?,6,8,New Phytologist,January,2013,197,1
"One world, many pathogens! ",9,10,New Phytologist,January,2013,197,1
Tiny pores with a global impact,11,15,New Phytologist,January,2013,197,1
Climate refugia: from the Last Glacial Maximum to the twenty-first century,16,18,New Phytologist,January,2013,197,1
"Resprouting as a key functional trait: how buds, protection and resources drive persistence after fire ",19,35,New Phytologist,January,2013,197,1
Fruit aromas in mature fleshy fruits as signals of readiness for predation and seed dispersal,36,48,New Phytologist,January,2013,197,1
Volatile isoprenoid emissions from plastid to planet,49,57,New Phytologist,January,2013,197,1
Periplasmic arabinogalactan glycoproteins act as a calcium capacitor that regulates plant growth and development,58,64,New Phytologist,January,2013,197,1
The dual effect of abscisic acid on stomata,65,72,New Phytologist,January,2013,197,1
Modifications of a conserved regulatory network involving INDEHISCENT controls multiple aspects of reproductive tissue development in Arabidopsis,73,87,New Phytologist,January,2013,197,1
Mutations in the SLAC1 anion channel slow stomatal opening and severely reduce K+ uptake channel activity via enhanced cytosolic [Ca2+] and increased Ca2+ sensitivity of K+ uptake channels,88,98,New Phytologist,January,2013,197,1
CHAPERONIN 20 mediates iron superoxide dismutase (FeSOD) activity independent of its co-chaperonin role in Arabidopsis chloroplasts,99,110,New Phytologist,January,2013,197,1
